title,winery,variety,designation,province,region_1,country,points,price,taster_name,description
Barnard Griffin 2013 Merlot (Columbia Valley (WA)),Barnard Griffin,Merlot,,Washington,Columbia Valley (WA),US,83,$17.0,Sean P. Sullivan,"The aromas of cinnamon, kelp, and dried fruit are unusual and don't seem in harmony. The gamy flavors bring some appeal but don't entirely come together."
Vino Vargas 2012 RIo Ruso Pinot Noir (Russian River Valley),Vino Vargas,Pinot Noir,RIo Ruso,California,Russian River Valley,US,87,$45.0,Virginie Boone,"Light in texture, this wine shows a fair amount of barrel influence aromatically. On the palate, it's similarly challenging to disregard the oak, which frames a mid-weight body marked by sour cherry."
North by Northwest 2014 Red (Columbia Valley (WA)),North by Northwest,Red Blend,,Washington,Columbia Valley (WA),US,89,$15.0,Sean P. Sullivan,"This wine is near equal parts Syrah and Merlot with the balance Cabernet Sauvignon. Aromas of blue fruit, vanilla, cherry and herb lead to full-bodied pit-fruit flavors that bring a sense of deliciousness that is hard to resist."
Wind Rose 2013 Primitivo (Columbia Valley (WA)),Wind Rose,Primitivo,,Washington,Columbia Valley (WA),US,91,$25.0,Sean P. Sullivan,"Aromas of red fruit, herb and spice are followed by tart, full-bodied fruit flavors. A persistent finish caps it off."
Duckhorn 2011 Cabernet Franc (Napa Valley),Duckhorn,Cabernet Franc,,California,Napa Valley,US,91,$70.0,Virginie Boone,"The grapes for this wine hail from esteemed sites, including Three Palms and Cork Tree, and their good farming shows. Cherry and cassis aromas and flavors provide the wine with vibrancy, while well-structured tannins and a juicy core balance each other out. The oak is integrated and the finish long."
Novelty Hill 2013 Stillwater Creek Vineyard Sauvignon Blanc (Columbia Valley (WA)),Novelty Hill,Sauvignon Blanc,Stillwater Creek Vineyard,Washington,Columbia Valley (WA),US,90,$20.0,Sean P. Sullivan,"Barrel fermented in new and used French oak and aged sur lie for seven months, this appealing wine brings aromas of pear, spice, fig and papaya. The Sémillon blended in (16%) adds to the palate's richness and weight, with the pleasingly long finish contributing to the enjoyment."
Heron Hill 2014 Dry Riesling (Finger Lakes),Heron Hill,Riesling,Dry,New York,Finger Lakes,US,90,$14.0,Anna Lee C. Iijima,"A hint of pine fronds lends a cool, alpine touch to tart white peach and pineapple flavors in this vivacious dry Riesling. Zesty acidity enlivens the midpalate and extends out the finish. Drink now–2017."
Lenné Estate 2014 Estate Pinot Noir,Lenné Estate,Pinot Noir,Estate,Oregon,Willamette Valley,US,92,$45.0,Paul Gregutt,"This barrel selection is difficult to spot, because the word “estate” is just very lightly imprinted under the name Lenné. It's clearly a bigger juicier more tannic wine than its excellent sibling, with deep flavors of raspberry fruit, highlights of white pepper, and acids that push the flavors down through the palate."
Zerba Cellars 2006 Sangiovese (Columbia Valley (WA)),Zerba Cellars,Sangiovese,,Washington,Columbia Valley (WA),US,86,$30.0,Paul Gregutt,"Like most Washington Sangiovese, a bit nondescript. You won't mistake it for Chianti, but it doesn't have the ripe strawberry and tobacco punch of the best versions from this state. It's light, herbal, and has gentle tannins with suggestions of cracker and grain."
Van Duzer 2016 Pinot Gris (Willamette Valley),Van Duzer,Pinot Gris,,Oregon,Willamette Valley,US,87,$18.0,Paul Gregutt,"This is lively and tart, suggesting citrus rind, grapefruit and juniper berries. There's a snap to the acidity and some bitterness in the finishing flavors."
Pacific Rim 2015 Dry Riesling (Columbia Valley (WA)),Pacific Rim,Riesling,Dry,Washington,Columbia Valley (WA),US,87,$11.0,Sean P. Sullivan,"The aromas bring notes of jasmine, lime zest and honeysuckle. It drinks dry, with lightly concentrated fruit flavors that lead to a floral finish. It provides enjoyment but the concentration doesn't seem all there."
Bacio Divino 2008 Red (Napa Valley),Bacio Divino,Red Blend,,California,Napa Valley,US,86,$80.0,,"Heavy and sweet, almost sugary in blackberry, currant and chocolate flavors, with a smoky, hot finish. A good wine that will appeal to those who like its candied taste."
Davis Bynum 2007 Chardonnay (Russian River Valley),Davis Bynum,Chardonnay,,California,Russian River Valley,US,85,$25.0,,"A real fruit bomb, with explosive flavors of pineapples, lemons, limes and peaches, accented with sweet smoky oak. Malolactic fermentation adds softer flavors of buttered popcorn."
Grgich Hills 2010 Estate Zinfandel (Napa Valley),Grgich Hills,Zinfandel,Estate,California,Napa Valley,US,88,$35.0,,"Raspberry and cherry fruit flavors flood the mouth on this Zin, making it instantly delicious. The superripeness shows on the finish, where chocolate-covered raisin notes show up. With complex, gentle tannins and some heat from alcohol, it's drinking well now."
Greyscale 2010 Cabernet Sauvignon (Napa Valley),Greyscale,Cabernet Sauvignon,,California,Napa Valley,US,91,$54.0,Virginie Boone,"Kian Tavakoli is the winemaker for this small-production Cabernet Sauvignon with some Merlot, Petit Verdot and Cabernet Franc. A brambly, full-bodied wine, it's concentrated in black fruit with a spicy streak of clove."
Mercer Canyons 2014 Chardonnay (Columbia Valley (WA)),Mercer Canyons,Chardonnay,,Washington,Columbia Valley (WA),US,88,$13.0,Sean P. Sullivan,"Pleasing aromas of butter, spice and apple lead to elegant, creamy-feeling flavors. It's a very tasty, very varietally correct wine."
Ca' Momi 2012 Chardonnay (Napa Valley),Ca' Momi,Chardonnay,,California,Napa Valley,US,84,$20.0,,"Similar to the winery's previous efforts, this is a soft, sweet and simple Chardonnay. The orange, apricot, vanilla and buttered toast flavors are good, but the wine lacks structure."
Silvan Ridge 2005 Reserve Pinot Noir (Willamette Valley),Silvan Ridge,Pinot Noir,Reserve,Oregon,Willamette Valley,US,88,$22.0,Paul Gregutt,"Forward and fruity, this has California-style fruit and sweet, strawberry candy. The difference is that it fills out the middle with some leafy, herbal flavors, nothing too rough, but enough to add some flavor interest. The finish is fat and buttery, showing the influence of oak aging."
Midsummer Cellars 2009 Cañon Creek Vineyard Cabernet Sauvignon (Napa Valley),Midsummer Cellars,Cabernet Sauvignon,Cañon Creek Vineyard,California,Napa Valley,US,90,$44.0,,"Here's a lush, fruity Cabernet, brimming with blackberry, black currant and flashy oak flavors. It straddles that line between a tannic young wine you can drink now after decanting, and one to age. Probably best opened by 2015."
Conti Costanti 2002 IPA,Conti Costanti,IPA,,Mars,N A,US,30,$156.00,Dr. Jeffrey Rzeszotarski,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
JR Wine 2009 The Devious Woman Red (Napa Valley),JR Wine,Red Blend,The Devious Woman,California,Napa Valley,US,87,$34.0,,"Well-made and creatively blended from Zinfandel, Syrah and Petite Sirah, this is a big, tannic wine, formidable in sweet blackberry, cherry, licorice and spice flavors. It's not subtle, but it is authentic. Drink now."
Guzzling Goose 2000 Pinot Vert,Guzzling Goose,Pinot Vert,,Oregano,,US,117,$382.00,Dr. Jeffrey Rzeszotarski,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
Sandler 2015 Cuvée Ma Belle Heintz Ranch Chardonnay (Russian River Valley),Sandler,Chardonnay,Cuvée Ma Belle Heintz Ranch,California,Russian River Valley,US,88,$40.0,Matt Kettmann,"Coconut oil, buttercream and vanilla custard show on the nose of this bottling from a historic vineyard. Flavors tighten up on the sip, where a grippy texture shows squeezed lemon and the slightest hint of tropicality."
Hogue 2013 Genesis Cabernet Sauvignon (Columbia Valley (WA)),Hogue,Cabernet Sauvignon,Genesis,Washington,Columbia Valley (WA),US,88,$16.0,Sean P. Sullivan,"Pleasing aromas of cocoa, bittersweet chocolate, dried herbs and plum lead to black-currant flavors that display a reserved styling. A light grip of tannins provides the frame."
Songbird 2014 Sauvignon Blanc (Columbia Valley (WA)),Songbird,Sauvignon Blanc,,Washington,Columbia Valley (WA),US,85,$11.0,Sean P. Sullivan,"This is a straightforward easy-drinker with aromas of cantaloupe and kiwi leading to off-dry, lightly styled fruit flavors."
Mendacious Dingo 2013 Riesling,Mendacious Dingo,Riesling,,Fhloston Paradise,N A,US,53,$22.00,Dr. Jeffrey Rzeszotarski,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
Houdini 2007 Glendale Ranch Cabernet Sauvignon (Napa Valley),Houdini,Cabernet Sauvignon,Glendale Ranch,California,Napa Valley,US,88,$40.0,,"Here's a good, useful Cabernet with some real elegance. It's bone dry and sturdy in tannins, with solid blackberry and currant flavors leading to a long, sweet finish. Drink over the next three years."
Waterbrook 2010 Merlot (Columbia Valley (WA)),Waterbrook,Merlot,,Washington,Columbia Valley (WA),US,87,$12.0,Sean P. Sullivan,"This 100% varietal wine hails from Canyon Vineyard Ranch and Oasis vineyards. It's tart and puckering with notes of cocoa, raspberries and licorice and a firm squeeze of tannins. Barrel notes of vanilla and dill linger on the finish."
Damiani 2015 Bollicini Sparkling (Finger Lakes),Damiani,Sparkling Blend,Bollicini,New York,Finger Lakes,US,86,$16.0,Anna Lee C. Iijima,"Blossomy in perfume, this Prosecco-inspired Finger Lakes sparkling offers fresh fruity citrus and red-apple flavors. It's softer and looser in petillance than wines made with Damiani's traditional method of bottling but striking acidity lends bold upright structure. Drink now."
Stottle 2012 Tempranillo (Columbia Valley (WA)),Stottle,Tempranillo,,Washington,Columbia Valley (WA),US,88,$30.0,Sean P. Sullivan,"Toast, coffee, vanilla, dill and other wood spices are far out-front on the aromas. They vie for attention on the palate as well, never seeming to marry with the fruit while still providing enjoyment."
Joseph Jewell 2013 Pinot Noir (Russian River Valley),Joseph Jewell,Pinot Noir,,California,Russian River Valley,US,88,$34.0,Virginie Boone,"An opulent nose of spicy cherry and cranberry invites one into the glass, before complementary flavors echo on the palate. Earthy forest floor and a piquant structure of acidity give it intrigue and complexity, before the wine finishes lean."
MacPhail 2010 The Flyer Pinot Noir (Russian River Valley),MacPhail,Pinot Noir,The Flyer,California,Russian River Valley,US,85,$59.0,,"This Pinot tastes so oaky, it's like chewing on barrel staves. Notes of vanilla, buttered toast and the creamy-sweet flavor of oak sap completely overwhelm what otherwise seems like a good wine. This is a real outlier among MacPhail's other 2010 Pinot Noirs."
Sequoia Grove 2005 Cabernet Sauvignon (Napa Valley),Sequoia Grove,Cabernet Sauvignon,,California,Napa Valley,US,93,$40.0,,"This is a dark, big, deeply flavored Cabernet whose tannic structure strongly suggests mid- to long-term aging. Bone dry, it has flashy flavors of black currants, dark chocolate and cedar. Very fine. Best 2010–2015, if not longer in a proper cellar."
Shane Wines 2013 The Charm Pinot Noir (Russian River Valley),Shane Wines,Pinot Noir,The Charm,California,Russian River Valley,US,91,$42.0,Jim Gordon,"Drenched in luxurious, almost sweet fruit flavors, this tempting and delicious wine is full bodied. Ripe in aromas and on the palate, it creates a vivid and warming cherry-pie effect on the senses, and is undeniably tasty."
Stag's Leap Wine Cellars 2007 Merlot (Napa Valley),Stag's Leap Wine Cellars,Merlot,,California,Napa Valley,US,88,$45.0,,"You might want to age this for a couple years, because it's a little tough in tannins, more so than you might expect from a Napa Merlot. But it's very rich in cherry, red currant, green olive and oak flavors."
Lynmar 2009 Quail Hill Vineyard Summit Pinot Noir (Russian River Valley),Lynmar,Pinot Noir,Quail Hill Vineyard Summit,California,Russian River Valley,US,96,$70.0,,"An enormously rich Pinot Nor, stunningly delicious. Hard to imagine a California Pinot offering more opulent notes at such a young age. Dazzles with raspberry and cherry pie filling, vanilla, toast and scads of spices, and feels so soft, so silky, yet finishes so dry. Really a stunner. Should glidepath through the next six years, gradually growing mushroomy."
Cardwell Hill 2014 Estate Bottled Pinot Gris (Willamette Valley),Cardwell Hill,Pinot Gris,Estate Bottled,Oregon,Willamette Valley,US,85,$15.0,Paul Gregutt,"The impression is that some of the fruit may have teetered on the edge of overripe, as the wine has a grainy, sugary mouthfeel. It's not overtly sweet, just granular, and the pear fruit flavors are lightly honeyed. It's best to drink this by late 2016."
Cinco 2011 Tej,Cinco,Tej,,New York,,US,199,$282.00,Dr. Jeffrey Rzeszotarski,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
Red Newt Cellars 2011 Bullhorn Creek Vineyard Riesling (Finger Lakes),Red Newt Cellars,Riesling,Bullhorn Creek Vineyard,New York,Finger Lakes,US,87,$20.0,Anna Lee C. Iijima,"Scents of white grapefruit and honeydew rind introduce this dry, refreshing Riesling. It's quite delicate in structure but concentrated with fresh apple flavor accented by bright lemon-lime acidity. Finishes on an earthy saffron note."
Robert Weil 2017 Pinot Vert,Robert Weil,Pinot Vert,,France,N A,US,162,$180.00,Dr. Jeffrey Rzeszotarski,"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua."
Benton-Lane 2012 Pinot Blanc (Willamette Valley),Benton-Lane,Pinot Blanc,,Oregon,Willamette Valley,US,88,$19.0,Paul Gregutt,"Barrel-fermented and aged in 15% new French oak, this is Pinot Blanc done in a Chardonnay style. Buttery and toasty, with light Asian pear and green apple fruit, it's balanced and drinking nicely, best for near-term consumption."
